rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
74	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DPA1	CD4	HLA-DPA1	CD4	LB	TIME-B	primary	8	0.5476190476190477	0.5476190476190477	0.1600256425388966	6	0.75	0.3714285714285715	0.4684781341107872	-0.17619047619047618	fitted	HLA-DPA1:18/27	CD4:8/8				KEGG: hsa04514
75	CXCL12_CXCR4	CXCL12 - CXCR4	CXCL	Secreted Signaling	lung	ligand_tumour__receptor_immune	CXCL12	CXCR4	CXCL12	CXCR4	L	TIME-L	primary	13	-0.5384615384615384	0.5384615384615384	0.05763443347046608	13	1.0	-0.5384615384615384	0.05763443347046608	0.0	fitted	CXCL12:29/30	CXCR4:15/15	cytokine;growth factor	False	True	KEGG: hsa04060
76	PPIA_BSG	PPIA - BSG	CypA	Secreted Signaling	lung	ligand_immune__receptor_tumour	PPIA	BSG	PPIA	BSG	TIME-L	L	primary	13	0.532967032967033	0.532967032967033	0.06073650306561788	13	1.0	0.532967032967033	0.06073650306561788	0.0	fitted	PPIA:15/15	BSG:30/30	secreted	False	True	PMID: 36012604
77	CXCL12_CXCR4	CXCL12 - CXCR4	CXCL	Secreted Signaling	lung	ligand_immune__receptor_tumour	CXCL12	CXCR4	CXCL12	CXCR4	TIME-L	L	primary	13	0.5274725274725275	0.5274725274725275	0.06395489148355478	13	1.0	0.5274725274725275	0.06395489148355478	0.0	fitted	CXCL12:15/15	CXCR4:30/30	cytokine;growth factor	False	True	KEGG: hsa04060
78	PRNP_ADGRG6	PRNP - ADGRG6	ADGRG	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	PRNP	ADGRG6	PRNP	ADGRG6	TIME-B	LB	primary	8	0.523809523809524	0.523809523809524	0.18272075053971482	6	0.75	0.3142857142857143	0.5440932944606415	-0.20952380952380967	fitted	PRNP:8/8	ADGRG6:18/27		False	True	PMID: 31462748
79	MDK_SDC4	MDK - SDC4	MK	Secreted Signaling	brain	ligand_tumour__receptor_immune	MDK	SDC4	MDK	SDC4	LB	TIME-B	primary	8	0.523809523809524	0.523809523809524	0.18272075053971482	5	0.625				below_min_n (5 < 6)	MDK:22/27	SDC4:5/8	growth factor	False		PMID: 28356350
80	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	CD44	COL6A3	CD44	TIME-B	LB	primary	8	-0.523809523809524	0.523809523809524	0.18272075053971482	7	0.875	-0.3571428571428572	0.43161135203832796	0.16666666666666674	fitted	COL6A3:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
81	COL9A2_CD44	COL9A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL9A2	CD44	COL9A2	CD44	LB	TIME-B	primary	8	-0.523809523809524	0.523809523809524	0.18272075053971482	6	0.75	-0.48571428571428577	0.3287230320699708	0.03809523809523818	fitted	COL9A2:17/27	CD44:8/8	secreted	False	True	KEGG: hsa04512
82	DLL3_NOTCH3	DLL3 - NOTCH3	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	DLL3	NOTCH3	DLL3	NOTCH3	LB	TIME-B	primary	8	0.523809523809524	0.523809523809524	0.18272075053971482	6	0.75	0.3714285714285715	0.4684781341107872	-0.15238095238095245	fitted	DLL3:20/27	NOTCH3:8/8		True	True	PMID: 22353464
83	MDK_NCL	MDK - NCL	MK	Secreted Signaling	brain	ligand_immune__receptor_tumour	MDK	NCL	MDK	NCL	TIME-B	LB	primary	8	0.523809523809524	0.523809523809524	0.18272075053971482	8	1.0	0.523809523809524	0.18272075053971482	0.0	fitted	MDK:8/8	NCL:26/27	growth factor	False		PMID: 28356350
84	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-DPB1	CD4	HLA-DPB1	CD4	L	TIME-L	primary	13	0.5164835164835164	0.5164835164835164	0.07074904067496378	11	0.8461538461538461	0.4727272727272727	0.14199852020631987	-0.04375624375624371	fitted	HLA-DPB1:23/30	CD4:15/15				KEGG: hsa04514
85	ANXA1_FPR3	ANXA1 - FPR3	ANNEXIN	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANXA1	FPR3	ANXA1	FPR3	LB	TIME-B	primary	8	0.5000000000000001	0.5000000000000001	0.20703124999999997	6	0.75	0.5428571428571429	0.26570262390670546	0.042857142857142816	fitted	ANXA1:25/27	FPR3:7/8	secreted	False	True	PMID: 33082511
86	DLL3_NOTCH3	DLL3 - NOTCH3	NOTCH	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	DLL3	NOTCH3	DLL3	NOTCH3	TIME-B	LB	primary	8	-0.5000000000000001	0.5000000000000001	0.20703124999999997	4	0.5				below_min_n (4 < 6)	DLL3:4/8	NOTCH3:25/27		True	True	PMID: 22353464
87	COL6A1_CD44	COL6A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A1	CD44	COL6A1	CD44	LB	TIME-B	primary	8	0.5000000000000001	0.5000000000000001	0.20703124999999997	8	1.0	0.5000000000000001	0.20703124999999997	0.0	fitted	COL6A1:27/27	CD44:8/8	secreted	False	True	KEGG: hsa04512
88	JAG2_NOTCH2	JAG2 - NOTCH2	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	JAG2	NOTCH2	JAG2	NOTCH2	LB	TIME-B	primary	8	-0.5000000000000001	0.5000000000000001	0.20703124999999997	7	0.875	-0.5357142857142858	0.21521745567801284	-0.0357142857142857	fitted	JAG2:20/27	NOTCH2:8/8		True	True	PMID: 22353464
89	THBS3_SDC1	THBS3 - SDC1	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS3	SDC1	THBS3	SDC1	LB	TIME-B	primary	8	-0.5000000000000001	0.5000000000000001	0.20703124999999997	5	0.625				below_min_n (5 < 6)	THBS3:27/27	SDC1:5/8			True	KEGG: hsa04512
90	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	lung	ligand_tumour__receptor_immune	THBS1	SDC4	THBS1	SDC4	L	TIME-L	primary	13	-0.4945054945054945	0.4945054945054945	0.08582353060960754	9	0.6923076923076923	-0.39999999999999997	0.286105101908313	0.09450549450549456	fitted	THBS1:25/30	SDC4:13/15		False		KEGG: hsa04512
91	LAMC1_DAG1	LAMC1 - DAG1	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMC1	DAG1	LAMC1	DAG1	TIME-L	L	primary	13	0.4896840946138492	0.4896840946138492	0.08940502872351645	10	0.7692307692307693	0.6848484848484848	0.02888279750673277	0.1951643902346356	fitted	LAMC1:14/15	DAG1:28/30	secreted	False	True	KEGG: hsa04512
92	APP_SORL1	APP - SORL1	APP	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	APP	SORL1	APP	SORL1	L	TIME-L	primary	13	0.48901098901098894	0.48901098901098894	0.08991308230865636	10	0.7692307692307693	0.3939393939393939	0.2599977668348876	-0.09507159507159502	fitted	APP:30/30	SORL1:12/15		True	True	PMID: 24523320
93	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	SDC1	COL6A3	SDC1	TIME-L	L	primary	13	0.48901098901098894	0.48901098901098894	0.08991308230865636	13	1.0	0.48901098901098894	0.08991308230865636	0.0	fitted	COL6A3:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512
94	THBS2_SDC1	THBS2 - SDC1	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	THBS2	SDC1	THBS2	SDC1	TIME-L	L	primary	13	0.4835164835164835	0.4835164835164835	0.09413469259693931	12	0.9230769230769231	0.3426573426573427	0.2755674509567803	-0.1408591408591408	fitted	THBS2:14/15	SDC1:29/30		False	True	KEGG: hsa04512
95	HLA-C_KIR2DS1	HLA-C - KIR2DS1	MHC-I	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-C	KIR2DS1	HLA-C	KIR2DS1	TIME-L	L	primary	13	-0.4835164835164835	0.4835164835164835	0.09413469259693931	6	0.46153846153846156	-0.4285714285714286	0.3965014577259473	0.054945054945054916	fitted	HLA-C:15/15	KIR2DS1:19/30		True		PMID: 28484462
96	EFNA1_EPHA4	EFNA1 - EPHA4	EPHA	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	EFNA1	EPHA4	EFNA1	EPHA4	TIME-L	L	primary	13	0.47802197802197804	0.47802197802197804	0.09849011541638983	7	0.5384615384615384	0.8214285714285715	0.023448808345691494	0.34340659340659346	fitted	EFNA1:12/15	EPHA4:22/30	secreted	True	True	PMID: 15114347
97	GAS6_TYRO3	GAS6 - TYRO3	GAS	Secreted Signaling	brain	ligand_immune__receptor_tumour	GAS6	TYRO3	GAS6	TYRO3	TIME-B	LB	primary	8	-0.4761904761904762	0.4761904761904762	0.23293553465009806	4	0.5				below_min_n (4 < 6)	GAS6:7/8	TYRO3:16/27	secreted	False	True	PMID: 27801848
98	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DRA	CD4	HLA-DRA	CD4	LB	TIME-B	primary	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	6	0.75	0.2571428571428572	0.6227871720116619	-0.21904761904761905	fitted	HLA-DRA:21/27	CD4:8/8				KEGG: hsa04514
99	LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	CD44	LAMA3	CD44	LB	TIME-B	primary	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	4	0.5				below_min_n (4 < 6)	LAMA3:20/27	CD44:8/8	secreted	False	True	KEGG: hsa04512
100	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	SDC4	COL4A1	SDC4	LB	TIME-B	primary	8	-0.4761904761904762	0.4761904761904762	0.23293553465009806	3	0.375				below_min_n (3 < 6)	COL4A1:15/27	SDC4:5/8	secreted	False		KEGG: hsa04512
101	SPP1_CD44	SPP1 - CD44	SPP1	Secreted Signaling	brain	ligand_tumour__receptor_immune	SPP1	CD44	SPP1	CD44	LB	TIME-B	primary	8	-0.4761904761904762	0.4761904761904762	0.23293553465009806	7	0.875	-0.28571428571428575	0.5345092286010408	0.19047619047619047	fitted	SPP1:21/27	CD44:8/8	cytokine	False	True	PMID: 21907263
102	LAMC1_DAG1	LAMC1 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC1	DAG1	LAMC1	DAG1	LB	TIME-B	primary	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	4	0.5				below_min_n (4 < 6)	LAMC1:26/27	DAG1:4/8	secreted	False	True	KEGG: hsa04512
103	IGF1_IGF1R	IGF1 - IGF1R	IGF	Secreted Signaling	brain	ligand_immune__receptor_tumour	IGF1	IGF1R	IGF1	IGF1R	TIME-B	LB	primary	8	-0.4761904761904762	0.4761904761904762	0.23293553465009806	4	0.5				below_min_n (4 < 6)	IGF1:5/8	IGF1R:25/27	growth factor	False	True	PMID: 14604834
104	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	CD44	COL1A2	CD44	TIME-B	LB	primary	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	7	0.875	0.5714285714285715	0.18020198891152753	0.09523809523809529	fitted	COL1A2:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
105	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A1	CD44	COL1A1	CD44	TIME-B	LB	primary	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	7	0.875	0.5357142857142858	0.21521745567801284	0.05952380952380959	fitted	COL1A1:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
106	LAMB3_DAG1	LAMB3 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB3	DAG1	LAMB3	DAG1	LB	TIME-B	primary	8	0.4761904761904762	0.4761904761904762	0.23293553465009806	3	0.375				below_min_n (3 < 6)	LAMB3:22/27	DAG1:4/8			True	KEGG: hsa04512
107	COL4A1_GP6	COL4A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL4A1	GP6	COL4A1	GP6	L	TIME-L	primary	13	0.4725274725274725	0.4725274725274725	0.10298105029992853	3	0.23076923076923078				below_min_n (3 < 6)	COL4A1:18/30	GP6:14/15	secreted	False		KEGG: hsa04512
108	COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A2	SDC1	COL6A2	SDC1	TIME-L	L	primary	13	0.46703296703296704	0.46703296703296704	0.10760914039913912	13	1.0	0.46703296703296704	0.10760914039913912	0.0	fitted	COL6A2:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512
109	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	SDC4	COL4A2	SDC4	TIME-L	L	primary	13	-0.46703296703296704	0.46703296703296704	0.10760914039913912	13	1.0	-0.46703296703296704	0.10760914039913912	0.0	fitted	COL4A2:15/15	SDC4:30/30	secreted	False		KEGG: hsa04512
110	JAG2_NOTCH3	JAG2 - NOTCH3	NOTCH	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	JAG2	NOTCH3	JAG2	NOTCH3	TIME-L	L	primary	13	0.46153846153846156	0.46153846153846156	0.1123759705582514	6	0.46153846153846156	-0.08571428571428573	0.8717434402332361	-0.5472527472527473	fitted	JAG2:9/15	NOTCH3:28/30		True	True	PMID: 22353464
111	PPIA_BSG	PPIA - BSG	CypA	Secreted Signaling	lung	ligand_tumour__receptor_immune	PPIA	BSG	PPIA	BSG	L	TIME-L	primary	13	0.45604395604395603	0.45604395604395603	0.11728306543614486	13	1.0	0.45604395604395603	0.11728306543614486	0.0	fitted	PPIA:30/30	BSG:15/15	secreted	False	True	PMID: 36012604
112	COL4A5_CD44	COL4A5 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	CD44	COL4A5	CD44	TIME-B	LB	primary	8	0.4523809523809524	0.4523809523809524	0.2604047674368854	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
113	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	SDC4	COL4A5	SDC4	TIME-B	LB	primary	8	-0.4523809523809524	0.4523809523809524	0.2604047674368854	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	SDC4:26/27	secreted	False		KEGG: hsa04512
114	PTN_SDC1	PTN - SDC1	PTN	Secreted Signaling	brain	ligand_immune__receptor_tumour	PTN	SDC1	PTN	SDC1	TIME-B	LB	primary	8	-0.4523809523809524	0.4523809523809524	0.2604047674368854	5	0.625				below_min_n (5 < 6)	PTN:5/8	SDC1:25/27	growth factor	False	True	PMID: 28356350; PMID: 25620911
115	ANGPTL4_SDC1	ANGPTL4 - SDC1	ANGPTL	Secreted Signaling	brain	ligand_immune__receptor_tumour	ANGPTL4	SDC1	ANGPTL4	SDC1	TIME-B	LB	primary	8	-0.4523809523809524	0.4523809523809524	0.2604047674368854	4	0.5				below_min_n (4 < 6)	ANGPTL4:4/8	SDC1:25/27			True	PMID: 29017031
116	COL4A5_ADGRG6	COL4A5 - ADGRG6	ADGRG	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	COL4A5	ADGRG6	COL4A5	ADGRG6	TIME-B	LB	primary	8	0.4523809523809524	0.4523809523809524	0.2604047674368854	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	ADGRG6:18/27	secreted	False	True	PMID: 31462748
117	COL4A5_GP6	COL4A5 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	GP6	COL4A5	GP6	TIME-B	LB	primary	8	0.4523809523809524	0.4523809523809524	0.2604047674368854	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	GP6:25/27	secreted	False		KEGG: hsa04512
118	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ICAM1	SPN	ICAM1	SPN	L	TIME-L	primary	13	0.4505494505494505	0.4505494505494505	0.12233188767803567	12	0.9230769230769231	0.31468531468531474	0.3191387855033045	-0.13586413586413576	fitted	ICAM1:29/30	SPN:14/15		True	True	PMID: 1683685
119	SPP1_CD44	SPP1 - CD44	SPP1	Secreted Signaling	lung	ligand_tumour__receptor_immune	SPP1	CD44	SPP1	CD44	L	TIME-L	primary	13	0.43956043956043955	0.43956043956043955	0.1328602441569298	7	0.5384615384615384	-0.28571428571428575	0.5345092286010408	-0.7252747252747254	fitted	SPP1:21/30	CD44:15/15	cytokine	False	True	PMID: 21907263
120	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	SDC4	COL4A1	SDC4	TIME-L	L	primary	13	-0.4340659340659341	0.4340659340659341	0.13834237788821255	13	1.0	-0.4340659340659341	0.13834237788821255	0.0	fitted	COL4A1:15/15	SDC4:30/30	secreted	False		KEGG: hsa04512
121	VEGFA_VEGFR2	VEGFA - VEGFR2	VEGF	Secreted Signaling	brain	ligand_tumour__receptor_immune	VEGFA	KDR	VEGFA	KDR	LB	TIME-B	primary	8	-0.4311454542887732	0.4311454542887732	0.2861957348053605	5	0.625				below_min_n (5 < 6)	VEGFA:26/27	KDR:5/8	growth factor	False	True	KEGG: hsa04370; PMID: 16633338
122	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DMA	CD4	HLA-DMA	CD4	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	6	0.75	0.48571428571428577	0.3287230320699708	0.05714285714285716	fitted	HLA-DMA:16/27	CD4:8/8				KEGG: hsa04514
123	COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	SDC1	COL1A1	SDC1	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	5	0.625				below_min_n (5 < 6)	COL1A1:25/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512
124	COL1A1_SDC4	COL1A1 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	SDC4	COL1A1	SDC4	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	5	0.625				below_min_n (5 < 6)	COL1A1:25/27	SDC4:5/8	secreted	False		KEGG: hsa04512
125	LAMB1_DAG1	LAMB1 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	DAG1	LAMB1	DAG1	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	2	0.25				below_min_n (2 < 6)	LAMB1:14/27	DAG1:4/8			True	KEGG: hsa04512
126	DLL3_NOTCH4	DLL3 - NOTCH4	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	DLL3	NOTCH4	DLL3	NOTCH4	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	3	0.375				below_min_n (3 < 6)	DLL3:20/27	NOTCH4:4/8		True	True	PMID: 22353464
127	THBS3_SDC4	THBS3 - SDC4	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS3	SDC4	THBS3	SDC4	LB	TIME-B	primary	8	-0.4285714285714286	0.4285714285714286	0.2894032248467902	5	0.625				below_min_n (5 < 6)	THBS3:27/27	SDC4:5/8				KEGG: hsa04512
128	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	SDC4	COL6A3	SDC4	TIME-B	LB	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	7	0.875	0.42857142857142866	0.3373683110858241	5.551115123125783e-17	fitted	COL6A3:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512
129	LAMA3_DAG1	LAMA3 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	DAG1	LAMA3	DAG1	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	3	0.375				below_min_n (3 < 6)	LAMA3:20/27	DAG1:4/8	secreted	False	True	KEGG: hsa04512
130	CD96_PVR	CD96 - PVR	CD96	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD96	PVR	CD96	PVR	TIME-B	LB	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	4	0.5				below_min_n (4 < 6)	CD96:4/8	PVR:20/27		True	True	PMID: 15034010
131	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS1	SDC4	THBS1	SDC4	LB	TIME-B	primary	8	-0.4285714285714286	0.4285714285714286	0.2894032248467902	3	0.375				below_min_n (3 < 6)	THBS1:18/27	SDC4:5/8		False		KEGG: hsa04512
132	ICOSL_ICOS	ICOSL - ICOS	ICOS	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ICOSLG	ICOS	ICOSLG	ICOS	L	TIME-L	primary	13	-0.42857142857142855	0.42857142857142855	0.14397143468783602	3	0.23076923076923078				below_min_n (3 < 6)	ICOSLG:18/30	ICOS:8/15		True	True	PMID: 23954143
133	LAMA4_DAG1	LAMA4 - DAG1	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA4	DAG1	LAMA4	DAG1	TIME-B	LB	primary	8	-0.4191691916696406	0.4191691916696406	0.30126663266334464	6	0.75	-0.28988551782622424	0.5773517870348748	0.12928367384341638	fitted	LAMA4:7/8	DAG1:24/27			True	KEGG: hsa04512
134	SEMA4A_PLXNB3	SEMA4A - PLXNB3	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4A	PLXNB3	SEMA4A	PLXNB3	TIME-L	L	primary	13	-0.4175824175824176	0.4175824175824176	0.1556747536334745	5	0.38461538461538464				below_min_n (5 < 6)	SEMA4A:13/15	PLXNB3:16/30		True	True	PMID: 27533782
135	BTC_EGFR	BTC - EGFR	EGF	Secreted Signaling	lung	ligand_immune__receptor_tumour	BTC	EGFR	BTC	EGFR	TIME-L	L	primary	13	-0.41208791208791207	0.41208791208791207	0.16175105277252644	10	0.7692307692307693	-0.7212121212121211	0.018573155089460232	-0.309124209124209	fitted	BTC:14/15	EGFR:25/30	growth factor	True	True	KEGG: hsa04012
136	HLA-C_CD8A	HLA-C - CD8A	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-C	CD8A	HLA-C	CD8A	L	TIME-L	primary	13	-0.40659340659340654	0.40659340659340654	0.1679783461478964	10	0.7692307692307693	-0.34545454545454546	0.3282265114713673	0.06113886113886108	fitted	HLA-C:30/30	CD8A:12/15		True	True	KEGG: hsa04514
137	COL4A2_GP6	COL4A2 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	GP6	COL4A2	GP6	TIME-L	L	primary	13	-0.40659340659340654	0.40659340659340654	0.1679783461478964	12	0.9230769230769231	-0.2447552447552448	0.44326193645018325	0.16183816183816174	fitted	COL4A2:15/15	GP6:29/30	secreted	False		KEGG: hsa04512
138	C3_C3AR1	C3 - C3AR1	COMPLEMENT	Secreted Signaling	lung	ligand_tumour__receptor_immune	C3	C3AR1	C3	C3AR1	L	TIME-L	primary	13	-0.40659340659340654	0.40659340659340654	0.1679783461478964	10	0.7692307692307693	-0.7696969696969697	0.009221952722215996	-0.3631035631035631	fitted	C3:27/30	C3AR1:12/15	secreted	False	True	KEGG: hsa04080
139	NTN4_NTRK2	NTN4 - NTRK2	Netrin	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	NTN4	NTRK2	NTN4	NTRK2	LB	TIME-B	primary	8	-0.4047619047619048	0.4047619047619048	0.3198886412288164	3	0.375				below_min_n (3 < 6)	NTN4:15/27	NTRK2:5/8	secreted	False	True	PMID: 34531526
140	JAG2_NOTCH2	JAG2 - NOTCH2	NOTCH	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	JAG2	NOTCH2	JAG2	NOTCH2	TIME-B	LB	primary	8	-0.4047619047619048	0.4047619047619048	0.3198886412288164	3	0.375				below_min_n (3 < 6)	JAG2:5/8	NOTCH2:23/27		True	True	PMID: 22353464
141	COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A1	SDC1	COL1A1	SDC1	TIME-B	LB	primary	8	-0.4047619047619048	0.4047619047619048	0.3198886412288164	8	1.0	-0.4047619047619048	0.3198886412288164	0.0	fitted	COL1A1:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512
142	FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	brain	ligand_tumour__receptor_immune	FN1	SDC1	FN1	SDC1	LB	TIME-B	primary	8	0.4047619047619048	0.4047619047619048	0.3198886412288164	5	0.625				below_min_n (5 < 6)	FN1:23/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512
143	SPP1_CD44	SPP1 - CD44	SPP1	Secreted Signaling	brain	ligand_immune__receptor_tumour	SPP1	CD44	SPP1	CD44	TIME-B	LB	primary	8	-0.4047619047619048	0.4047619047619048	0.3198886412288164	7	0.875	-0.7142857142857144	0.07134356146753763	-0.3095238095238096	fitted	SPP1:8/8	CD44:25/27	cytokine	False	True	PMID: 21907263
144	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB2	CD44	LAMB2	CD44	TIME-L	L	primary	13	0.4010989010989011	0.4010989010989011	0.17435746494503293	11	0.8461538461538461	0.30000000000000004	0.37008312228206786	-0.10109890109890107	fitted	LAMB2:14/15	CD44:29/30			True	KEGG: hsa04512
145	IGF1_IGF1R	IGF1 - IGF1R	IGF	Secreted Signaling	lung	ligand_tumour__receptor_immune	IGF1	IGF1R	IGF1	IGF1R	L	TIME-L	primary	13	-0.39010989010989006	0.39010989010989006	0.18757411613383781	4	0.3076923076923077				below_min_n (4 < 6)	IGF1:17/30	IGF1R:12/15	growth factor	False	True	PMID: 14604834
146	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-DQA1	CD4	HLA-DQA1	CD4	TIME-L	L	primary	13	0.39010989010989006	0.39010989010989006	0.18757411613383781	6	0.46153846153846156	-0.2571428571428572	0.6227871720116619	-0.6472527472527472	fitted	HLA-DQA1:11/15	CD4:18/30				KEGG: hsa04514
147	C3_C3AR1	C3 - C3AR1	COMPLEMENT	Secreted Signaling	brain	ligand_tumour__receptor_immune	C3	C3AR1	C3	C3AR1	LB	TIME-B	primary	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	6	0.75	0.3714285714285715	0.4684781341107872	-0.009523809523809545	fitted	C3:16/27	C3AR1:7/8	secreted	False	True	KEGG: hsa04080
