rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence	empirical_fdr	null_a_n_permutations	abundance_matched_p	abundance_decile_tumour	abundance_decile_immune	clears_empirical_fdr	clears_abundance_matched
98	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DRA	CD4	HLA-DRA	CD4	LB	TIME-B	primary	8	0.4761904761904762	0.4761904761904763	0.23293553465009806	6	0.75	0.2571428571428572	0.6227871720116619	-0.21904761904761905	fitted	HLA-DRA:21/27	CD4:8/8				KEGG: hsa04514	0.8430957446808511	10000	0.20337966203379662	9	8	False	False
99	LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	CD44	LAMA3	CD44	LB	TIME-B	primary	8	0.4761904761904762	0.4761904761904763	0.23293553465009806	4	0.5				below_min_n (4 < 6)	LAMA3:20/27	CD44:8/8	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.25947405259474055	6	8	False	False
100	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	SDC4	COL4A1	SDC4	LB	TIME-B	primary	8	-0.4761904761904762	0.4761904761904762	0.23293553465009806	3	0.375				below_min_n (3 < 6)	COL4A1:15/27	SDC4:5/8	secreted	False		KEGG: hsa04512	0.8430957446808511	10000	0.2096790320967903	4	4	False	False
101	SPP1_CD44	SPP1 - CD44	SPP1	Secreted Signaling	brain	ligand_tumour__receptor_immune	SPP1	CD44	SPP1	CD44	LB	TIME-B	primary	8	-0.4761904761904762	0.4761904761904763	0.23293553465009806	7	0.875	-0.28571428571428575	0.5345092286010408	0.19047619047619047	fitted	SPP1:21/27	CD44:8/8	cytokine	False	True	PMID: 21907263	0.8430957446808511	10000	0.25947405259474055	6	8	False	False
102	LAMC1_DAG1	LAMC1 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC1	DAG1	LAMC1	DAG1	LB	TIME-B	primary	8	0.4761904761904762	0.4761904761904763	0.23293553465009806	4	0.5				below_min_n (4 < 6)	LAMC1:26/27	DAG1:4/8	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.22617738226177383	7	2	False	False
103	IGF1_IGF1R	IGF1 - IGF1R	IGF	Secreted Signaling	brain	ligand_immune__receptor_tumour	IGF1	IGF1R	IGF1	IGF1R	TIME-B	LB	primary	8	-0.4761904761904762	0.4761904761904763	0.23293553465009806	4	0.5				below_min_n (4 < 6)	IGF1:5/8	IGF1R:25/27	growth factor	False	True	PMID: 14604834	0.8430957446808511	10000	0.24817518248175183	6	4	False	False
104	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	CD44	COL1A2	CD44	TIME-B	LB	primary	8	0.4761904761904762	0.4761904761904763	0.23293553465009806	7	0.875	0.5714285714285715	0.18020198891152753	0.09523809523809529	fitted	COL1A2:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.31996800319968005	7	9	False	False
105	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A1	CD44	COL1A1	CD44	TIME-B	LB	primary	8	0.4761904761904762	0.4761904761904763	0.23293553465009806	7	0.875	0.5357142857142858	0.21521745567801284	0.05952380952380959	fitted	COL1A1:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.31996800319968005	7	9	False	False
106	LAMB3_DAG1	LAMB3 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB3	DAG1	LAMB3	DAG1	LB	TIME-B	primary	8	0.4761904761904762	0.4761904761904763	0.23293553465009806	3	0.375				below_min_n (3 < 6)	LAMB3:22/27	DAG1:4/8			True	KEGG: hsa04512	0.8430957446808511	10000	0.25507449255074494	8	2	False	False
112	COL4A5_CD44	COL4A5 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	CD44	COL4A5	CD44	TIME-B	LB	primary	8	0.4523809523809524	0.4523809523809524	0.2604047674368854	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	CD44:25/27	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.2722727727227277	7	2	False	False
113	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	SDC4	COL4A5	SDC4	TIME-B	LB	primary	8	-0.4523809523809524	0.45238095238095244	0.2604047674368854	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	SDC4:26/27	secreted	False		KEGG: hsa04512	0.8430957446808511	10000	0.2782721727827217	8	2	False	False
114	PTN_SDC1	PTN - SDC1	PTN	Secreted Signaling	brain	ligand_immune__receptor_tumour	PTN	SDC1	PTN	SDC1	TIME-B	LB	primary	8	-0.4523809523809524	0.45238095238095244	0.2604047674368854	5	0.625				below_min_n (5 < 6)	PTN:5/8	SDC1:25/27	growth factor	False	True	PMID: 28356350; PMID: 25620911	0.8430957446808511	10000	0.2782721727827217	8	2	False	False
115	ANGPTL4_SDC1	ANGPTL4 - SDC1	ANGPTL	Secreted Signaling	brain	ligand_immune__receptor_tumour	ANGPTL4	SDC1	ANGPTL4	SDC1	TIME-B	LB	primary	8	-0.4523809523809524	0.45238095238095244	0.2604047674368854	4	0.5				below_min_n (4 < 6)	ANGPTL4:4/8	SDC1:25/27			True	PMID: 29017031	0.8430957446808511	10000	0.281971802819718	8	1	False	False
116	COL4A5_ADGRG6	COL4A5 - ADGRG6	ADGRG	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	COL4A5	ADGRG6	COL4A5	ADGRG6	TIME-B	LB	primary	8	0.4523809523809524	0.45238095238095244	0.2604047674368854	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	ADGRG6:18/27	secreted	False	True	PMID: 31462748	0.8430957446808511	10000	0.24997500249975002	4	2	False	False
117	COL4A5_GP6	COL4A5 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A5	GP6	COL4A5	GP6	TIME-B	LB	primary	8	0.4523809523809524	0.45238095238095244	0.2604047674368854	5	0.625				below_min_n (5 < 6)	COL4A5:5/8	GP6:25/27	secreted	False		KEGG: hsa04512	0.8430957446808511	10000	0.3124687531246875	6	2	False	False
121	VEGFA_VEGFR2	VEGFA - VEGFR2	VEGF	Secreted Signaling	brain	ligand_tumour__receptor_immune	VEGFA	KDR	VEGFA	KDR	LB	TIME-B	primary	8	-0.4311454542887732	0.4311454542887732	0.2861957348053605	5	0.625				below_min_n (5 < 6)	VEGFA:26/27	KDR:5/8	growth factor	False	True	KEGG: hsa04370; PMID: 16633338	0.8430957446808511	10000	0.28257174282571745	9	4	False	False
122	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DMA	CD4	HLA-DMA	CD4	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	6	0.75	0.48571428571428577	0.3287230320699708	0.05714285714285716	fitted	HLA-DMA:16/27	CD4:8/8				KEGG: hsa04514	0.8430957446808511	10000	0.30686931306869314	6	8	False	False
123	COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	SDC1	COL1A1	SDC1	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	5	0.625				below_min_n (5 < 6)	COL1A1:25/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.32986701329867013	8	4	False	False
124	COL1A1_SDC4	COL1A1 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	SDC4	COL1A1	SDC4	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	5	0.625				below_min_n (5 < 6)	COL1A1:25/27	SDC4:5/8	secreted	False		KEGG: hsa04512	0.8430957446808511	10000	0.32986701329867013	8	4	False	False
125	LAMB1_DAG1	LAMB1 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	DAG1	LAMB1	DAG1	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	2	0.25				below_min_n (2 < 6)	LAMB1:14/27	DAG1:4/8			True	KEGG: hsa04512	0.8430957446808511	10000	0.30556944305569445	5	2	False	False
126	DLL3_NOTCH4	DLL3 - NOTCH4	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	DLL3	NOTCH4	DLL3	NOTCH4	LB	TIME-B	primary	8	0.4285714285714286	0.42857142857142866	0.2894032248467902	3	0.375				below_min_n (3 < 6)	DLL3:20/27	NOTCH4:4/8		True	True	PMID: 22353464	0.8430957446808511	10000	0.3013698630136986	3	3	False	False
127	THBS3_SDC4	THBS3 - SDC4	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS3	SDC4	THBS3	SDC4	LB	TIME-B	primary	8	-0.4285714285714286	0.42857142857142866	0.2894032248467902	5	0.625				below_min_n (5 < 6)	THBS3:27/27	SDC4:5/8				KEGG: hsa04512	0.8430957446808511	10000	0.2997700229977002	6	4	False	False
128	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	SDC4	COL6A3	SDC4	TIME-B	LB	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	7	0.875	0.42857142857142866	0.3373683110858241	5.551115123125783e-17	fitted	COL6A3:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512	0.8430957446808511	10000	0.38886111388861117	8	9	False	False
129	LAMA3_DAG1	LAMA3 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	DAG1	LAMA3	DAG1	LB	TIME-B	primary	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	3	0.375				below_min_n (3 < 6)	LAMA3:20/27	DAG1:4/8	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.35906409359064095	6	2	False	False
130	CD96_PVR	CD96 - PVR	CD96	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD96	PVR	CD96	PVR	TIME-B	LB	primary	8	0.4285714285714286	0.42857142857142866	0.2894032248467902	4	0.5				below_min_n (4 < 6)	CD96:4/8	PVR:20/27		True	True	PMID: 15034010	0.8430957446808511	10000	0.32626737326267374	4	1	False	False
131	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS1	SDC4	THBS1	SDC4	LB	TIME-B	primary	8	-0.4285714285714286	0.4285714285714286	0.2894032248467902	3	0.375				below_min_n (3 < 6)	THBS1:18/27	SDC4:5/8		False		KEGG: hsa04512	0.8430957446808511	10000	0.27287271272872715	4	4	False	False
133	LAMA4_DAG1	LAMA4 - DAG1	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA4	DAG1	LAMA4	DAG1	TIME-B	LB	primary	8	-0.4191691916696406	0.4191691916696406	0.30126663266334464	6	0.75	-0.28988551782622424	0.5773517870348748	0.12928367384341638	fitted	LAMA4:7/8	DAG1:24/27			True	KEGG: hsa04512	0.8430957446808511	10000	0.32556744325567444	5	5	False	False
139	NTN4_NTRK2	NTN4 - NTRK2	Netrin	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	NTN4	NTRK2	NTN4	NTRK2	LB	TIME-B	primary	8	-0.4047619047619048	0.4047619047619049	0.3198886412288164	3	0.375				below_min_n (3 < 6)	NTN4:15/27	NTRK2:5/8	secreted	False	True	PMID: 34531526	0.8430957446808511	10000	0.33156684331566844	5	5	False	False
140	JAG2_NOTCH2	JAG2 - NOTCH2	NOTCH	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	JAG2	NOTCH2	JAG2	NOTCH2	TIME-B	LB	primary	8	-0.4047619047619048	0.4047619047619049	0.3198886412288164	3	0.375				below_min_n (3 < 6)	JAG2:5/8	NOTCH2:23/27		True	True	PMID: 22353464	0.8430957446808511	10000	0.31796820317968205	5	3	False	False
141	COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A1	SDC1	COL1A1	SDC1	TIME-B	LB	primary	8	-0.4047619047619048	0.4047619047619049	0.3198886412288164	8	1.0	-0.4047619047619048	0.3198886412288164	0.0	fitted	COL1A1:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.39746025397460255	8	9	False	False
142	FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	brain	ligand_tumour__receptor_immune	FN1	SDC1	FN1	SDC1	LB	TIME-B	primary	8	0.4047619047619048	0.4047619047619049	0.3198886412288164	5	0.625				below_min_n (5 < 6)	FN1:23/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512	0.8430957446808511	10000	0.33496650334966505	8	4	False	False
143	SPP1_CD44	SPP1 - CD44	SPP1	Secreted Signaling	brain	ligand_immune__receptor_tumour	SPP1	CD44	SPP1	CD44	TIME-B	LB	primary	8	-0.4047619047619048	0.40476190476190477	0.3198886412288164	7	0.875	-0.7142857142857144	0.07134356146753763	-0.3095238095238096	fitted	SPP1:8/8	CD44:25/27	cytokine	False	True	PMID: 21907263	0.8574206896551725	10000	0.3945605439456054	7	9	False	False
147	C3_C3AR1	C3 - C3AR1	COMPLEMENT	Secreted Signaling	brain	ligand_tumour__receptor_immune	C3	C3AR1	C3	C3AR1	LB	TIME-B	primary	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	6	0.75	0.3714285714285715	0.4684781341107872	-0.009523809523809545	fitted	C3:16/27	C3AR1:7/8	secreted	False	True	KEGG: hsa04080	0.8574206896551725	10000	0.3628637136286371	9	6	False	False
148	CD55_ADGRE5	CD55 - ADGRE5	ADGRE	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	CD55	ADGRE5	CD55	ADGRE5	LB	TIME-B	primary	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	7	0.875	0.07142857142857144	0.8790481931481541	-0.3095238095238096	fitted	CD55:25/27	ADGRE5:7/8	secreted	True	True	PMID: 31462748	0.8574206896551725	10000	0.30926907309269075	9	7	False	False
149	COL1A1_GP6	COL1A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	GP6	COL1A1	GP6	LB	TIME-B	primary	8	0.38095238095238104	0.38095238095238093	0.3518125531175649	8	1.0	0.38095238095238104	0.3518125531175649	0.0	fitted	COL1A1:25/27	GP6:8/8	secreted	False		KEGG: hsa04512	0.8574206896551725	10000	0.40475952404759524	8	5	False	False
150	SDC1_ADGRA2	SDC1 - ADGRA2	ADGRA	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	SDC1	ADGRA2	SDC1	ADGRA2	LB	TIME-B	primary	8	-0.38095238095238104	0.380952380952381	0.3518125531175649	7	0.875	-0.42857142857142866	0.3373683110858241	-0.047619047619047616	fitted	SDC1:25/27	ADGRA2:7/8	secreted	True	True	PMID: 31462748	0.8574206896551725	10000	0.36546345365463456	8	3	False	False
151	COL4A1_GP6	COL4A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	GP6	COL4A1	GP6	LB	TIME-B	primary	8	-0.38095238095238104	0.380952380952381	0.3518125531175649	5	0.625				below_min_n (5 < 6)	COL4A1:15/27	GP6:8/8	secreted	False		KEGG: hsa04512	0.8574206896551725	10000	0.33056694330566944	4	5	False	False
152	JAM3_F11R	JAM3 - F11R	JAM	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	JAM3	F11R	JAM3	F11R	TIME-B	LB	primary	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	4	0.5				below_min_n (4 < 6)	JAM3:4/8	F11R:26/27	secreted	True	True	KEGG: hsa04514	0.8574206896551725	10000	0.35566443355664434	8	3	False	False
153	CXCL12_CXCR4	CXCL12 - CXCR4	CXCL	Secreted Signaling	brain	ligand_immune__receptor_tumour	CXCL12	CXCR4	CXCL12	CXCR4	TIME-B	LB	primary	8	-0.38095238095238104	0.380952380952381	0.3518125531175649	7	0.875	-0.07142857142857144	0.8790481931481541	0.3095238095238096	fitted	CXCL12:7/8	CXCR4:27/27	cytokine;growth factor	False	True	KEGG: hsa04060	0.8574206896551725	10000	0.3695630436956304	7	6	False	False
154	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	PTPRC	CD22	PTPRC	CD22	TIME-B	LB	primary	8	-0.38095238095238104	0.380952380952381	0.3518125531175649	7	0.875	-0.07142857142857144	0.8790481931481541	0.3095238095238096	fitted	PTPRC:7/8	CD22:26/27		True	True	PMID: 12115612	0.8574206896551725	10000	0.3120687931206879	7	8	False	False
167	COL1A1_GP6	COL1A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A1	GP6	COL1A1	GP6	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	8	1.0	0.3571428571428572	0.3851206435562562	0.0	fitted	COL1A1:8/8	GP6:25/27	secreted	False		KEGG: hsa04512	0.8574206896551725	10000	0.46505349465053497	6	9	False	False
168	ANGPTL4_SDC4	ANGPTL4 - SDC4	ANGPTL	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANGPTL4	SDC4	ANGPTL4	SDC4	LB	TIME-B	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	4	0.5				below_min_n (4 < 6)	ANGPTL4:14/27	SDC4:5/8				PMID: 29017031	0.8574206896551725	10000	0.3655634436556344	5	4	False	False
169	PPIA_BSG	PPIA - BSG	CypA	Secreted Signaling	brain	ligand_immune__receptor_tumour	PPIA	BSG	PPIA	BSG	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	8	1.0	0.3571428571428572	0.3851206435562562	0.0	fitted	PPIA:8/8	BSG:27/27	secreted	False	True	PMID: 36012604	0.8574206896551725	10000	0.45315468453154684	9	9	False	False
170	LRFN4_PTPRF	LRFN4 - PTPRF	PTPR	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	LRFN4	PTPRF	LRFN4	PTPRF	LB	TIME-B	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	4	0.5				below_min_n (4 < 6)	LRFN4:16/27	PTPRF:5/8		True	True	PMID: 29674953;PMID: 23916315	0.8574206896551725	10000	0.38236176382361764	4	2	False	False
171	THBS2_SDC4	THBS2 - SDC4	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS2	SDC4	THBS2	SDC4	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	7	0.875	0.642857142857143	0.11939237342741099	0.2857142857142858	fitted	THBS2:8/8	SDC4:26/27		False		KEGG: hsa04512	0.8574206896551725	10000	0.36646335366463356	8	7	False	False
172	TGM2_ADGRG1	TGM2 - ADGRG1	ADGRG	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	TGM2	ADGRG1	TGM2	ADGRG1	LB	TIME-B	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	3	0.375				below_min_n (3 < 6)	TGM2:19/27	ADGRG1:4/8	secreted	False	True	PMID: 31462748	0.8574206896551725	10000	0.38906109389061094	7	2	False	False
173	PTN_SDC3	PTN - SDC3	PTN	Secreted Signaling	brain	ligand_immune__receptor_tumour	PTN	SDC3	PTN	SDC3	TIME-B	LB	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	3	0.375				below_min_n (3 < 6)	PTN:5/8	SDC3:15/27	growth factor	False		PMID: 28356350; PMID: 25620911	0.8574206896551725	10000	0.43385661433856615	3	2	False	False
174	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	CD44	COL4A1	CD44	TIME-B	LB	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	7	0.875	-0.21428571428571433	0.6445115810207203	0.14285714285714288	fitted	COL4A1:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512	0.8574206896551725	10000	0.44355564443555645	7	9	False	False
175	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	JAG1	NOTCH2	JAG1	NOTCH2	LB	TIME-B	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	3	0.375				below_min_n (3 < 6)	JAG1:16/27	NOTCH2:8/8		True	True	PMID: 22353464	0.8574206896551725	10000	0.36536346365363465	4	5	False	False
176	THBS3_SDC1	THBS3 - SDC1	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS3	SDC1	THBS3	SDC1	TIME-B	LB	primary	8	-0.3571428571428572	0.35714285714285715	0.3851206435562562	4	0.5				below_min_n (4 < 6)	THBS3:4/8	SDC1:25/27			True	KEGG: hsa04512	0.8615965811965811	10000	0.41075892410758924	8	2	False	False
177	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	SEMA4D	PLXNB2	SEMA4D	PLXNB2	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	6	0.75	0.5428571428571429	0.26570262390670546	0.18571428571428572	fitted	SEMA4D:6/8	PLXNB2:27/27		True	True	PMID: 27533782	0.8574206896551725	10000	0.40485951404859516	8	6	False	False
178	THBS3_CD47	THBS3 - CD47	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS3	CD47	THBS3	CD47	LB	TIME-B	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	7	0.875	-0.39285714285714296	0.3833168704269725	-0.035714285714285754	fitted	THBS3:27/27	CD47:7/8			True	KEGG: hsa04512	0.8574206896551725	10000	0.41405859414058593	6	6	False	False
179	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DQB1	CD4	HLA-DQB1	CD4	LB	TIME-B	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	5	0.625				below_min_n (5 < 6)	HLA-DQB1:16/27	CD4:8/8				KEGG: hsa04514	0.8574206896551725	10000	0.34306569343065696	7	8	False	False
180	COL6A3_GP6	COL6A3 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	GP6	COL6A3	GP6	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	8	1.0	0.3571428571428572	0.3851206435562562	0.0	fitted	COL6A3:8/8	GP6:25/27	secreted	False		KEGG: hsa04512	0.8574206896551725	10000	0.46505349465053497	6	9	False	False
195	ANXA1_FPR1	ANXA1 - FPR1	ANNEXIN	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANXA1	FPR1	ANXA1	FPR1	LB	TIME-B	primary	8	-0.3333333333333334	0.33333333333333337	0.41975308641975323	6	0.75	-0.3714285714285715	0.4684781341107872	-0.03809523809523807	fitted	ANXA1:25/27	FPR1:6/8	secreted	False	True	PMID: 23230437	0.9268336134453782	10000	0.42485751424857515	9	4	False	False
196	BTC_EGFR	BTC - EGFR	EGF	Secreted Signaling	brain	ligand_immune__receptor_tumour	BTC	EGFR	BTC	EGFR	TIME-B	LB	primary	8	-0.3333333333333334	0.33333333333333337	0.41975308641975323	3	0.375				below_min_n (3 < 6)	BTC:6/8	EGFR:19/27	growth factor	True	True	KEGG: hsa04012	0.9268336134453782	10000	0.40785921407859216	5	4	False	False
204	HLA-A_KIR3DL1	HLA-A - KIR3DL1	MHC-I	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-A	KIR3DL1	HLA-A	KIR3DL1	LB	TIME-B	primary	8	0.30952380952380953	0.3095238095238096	0.4556448907375821	7	0.875	0.03571428571428572	0.9394082054712856	-0.27380952380952384	fitted	HLA-A:27/27	KIR3DL1:7/8		True	True	PMID: 28484462	0.9424204918032787	10000	0.41445855414458554	9	7	False	False
205	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC1	CD44	LAMC1	CD44	TIME-B	LB	primary	8	0.30952380952380953	0.3095238095238096	0.4556448907375821	7	0.875	0.5714285714285715	0.18020198891152753	0.261904761904762	fitted	LAMC1:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512	0.9424204918032787	10000	0.43675632436756323	7	7	False	False
206	TGM2_ADGRG1	TGM2 - ADGRG1	ADGRG	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	TGM2	ADGRG1	TGM2	ADGRG1	TIME-B	LB	primary	8	-0.30952380952380953	0.30952380952380953	0.4556448907375821	6	0.75	0.3714285714285715	0.4684781341107872	0.680952380952381	fitted	TGM2:6/8	ADGRG1:23/27	secreted	False	True	PMID: 31462748	0.9655903225806451	10000	0.43485651434856515	8	7	False	False
207	COL6A1_GP6	COL6A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A1	GP6	COL6A1	GP6	LB	TIME-B	primary	8	0.30952380952380953	0.30952380952380953	0.4556448907375821	8	1.0	0.30952380952380953	0.4556448907375821	0.0	fitted	COL6A1:27/27	GP6:8/8	secreted	False		KEGG: hsa04512	0.9655903225806451	10000	0.5263473652634737	8	5	False	False
208	APP_TNFRSF21	APP - TNFRSF21	APP	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	APP	TNFRSF21	APP	TNFRSF21	LB	TIME-B	primary	8	-0.30952380952380953	0.30952380952380965	0.4556448907375821	8	1.0	-0.30952380952380953	0.4556448907375821	0.0	fitted	APP:26/27	TNFRSF21:8/8		True	True	PMID: 33075465	0.9302266666666666	10000	0.44585541445855414	9	6	False	False
221	SLURP1_CHRNB4	SLURP1 - CHRNB4	SLURP	Secreted Signaling	brain	ligand_immune__receptor_tumour	SLURP1	CHRNB4	SLURP1	CHRNB4	TIME-B	LB	primary	8	0.28571428571428575	0.2857142857142858	0.49272624501695705	5	0.625				below_min_n (5 < 6)	SLURP1:7/8	CHRNB4:17/27			True	KEGG: hsa04080	0.9719642857142857	10000	0.45295470452954706	4	5	False	False
222	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	SDC1	COL4A1	SDC1	LB	TIME-B	primary	8	-0.28571428571428575	0.28571428571428575	0.49272624501695705	4	0.5				below_min_n (4 < 6)	COL4A1:15/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.45295470452954706	4	4	False	False
223	COL6A2_GP6	COL6A2 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A2	GP6	COL6A2	GP6	LB	TIME-B	primary	8	0.28571428571428575	0.2857142857142857	0.49272624501695705	6	0.75	-0.2	0.7040000000000001	-0.48571428571428577	fitted	COL6A2:20/27	GP6:8/8	secreted	False		KEGG: hsa04512	0.9956765957446809	10000	0.5318468153184681	6	5	False	False
