rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence	empirical_fdr	null_a_n_permutations	abundance_matched_p	abundance_decile_tumour	abundance_decile_immune	clears_empirical_fdr	clears_abundance_matched
252	LAMA5_DAG1	LAMA5 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA5	DAG1	LAMA5	DAG1	LB	TIME-B	primary	8	-0.261904761904762	0.2619047619047619	0.5309228615658009	4	0.5				below_min_n (4 < 6)	LAMA5:26/27	DAG1:4/8			True	KEGG: hsa04512	0.9956765957446809	10000	0.567943205679432	8	2	False	False
264	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	brain	ligand_immune__receptor_tumour	GRN	SORT1	GRN	SORT1	TIME-B	LB	primary	8	0.2380952380952381	0.2380952380952381	0.5701563208157682	7	0.875	0.3214285714285715	0.4820720382996776	0.0833333333333334	fitted	GRN:8/8	SORT1:20/27			True	PMID: 29555433	0.9956765957446809	10000	0.6638336166383362	5	9	False	False
265	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	EFNA1	EPHA2	EFNA1	EPHA2	TIME-B	LB	primary	8	-0.2380952380952381	0.23809523809523808	0.5701563208157682	3	0.375				below_min_n (3 < 6)	EFNA1:5/8	EPHA2:20/27	secreted	True	True	PMID: 15114347	0.9956765957446809	10000	0.5906409359064093	3	4	False	False
266	MDK_LRP1	MDK - LRP1	MK	Secreted Signaling	brain	ligand_tumour__receptor_immune	MDK	LRP1	MDK	LRP1	LB	TIME-B	primary	8	-0.2380952380952381	0.23809523809523817	0.5701563208157682	7	0.875	-0.8571428571428573	0.013697326615325611	-0.6190476190476192	fitted	MDK:22/27	LRP1:8/8	growth factor	False		PMID: 28356350	0.9956765957446809	10000	0.5128487151284872	9	8	False	False
267	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	CD44	LAMB1	CD44	LB	TIME-B	primary	8	-0.2380952380952381	0.23809523809523814	0.5701563208157682	4	0.5				below_min_n (4 < 6)	LAMB1:14/27	CD44:8/8			True	KEGG: hsa04512	0.9956765957446809	10000	0.5521447855214479	5	8	False	False
268	IGFBP3_TMEM219	IGFBP3 - TMEM219	IGFBP	Secreted Signaling	brain	ligand_immune__receptor_tumour	IGFBP3	TMEM219	IGFBP3	TMEM219	TIME-B	LB	primary	8	0.2380952380952381	0.23809523809523814	0.5701563208157682	6	0.75	0.3142857142857143	0.5440932944606415	0.07619047619047617	fitted	IGFBP3:6/8	TMEM219:27/27	secreted	False	True	PMID:20353938	0.9956765957446809	10000	0.5834416558344165	7	6	False	False
269	VEGFA_VEGFR1	VEGFA - VEGFR1	VEGF	Secreted Signaling	brain	ligand_tumour__receptor_immune	VEGFA	FLT1	VEGFA	FLT1	LB	TIME-B	primary	8	0.2380952380952381	0.2380952380952382	0.5701563208157682	5	0.625				below_min_n (5 < 6)	VEGFA:26/27	FLT1:5/8	growth factor	False	True	KEGG: hsa04370; PMID: 16633338	0.9956765957446809	10000	0.5163483651634837	9	4	False	False
270	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	SEMA4D	PLXNB2	SEMA4D	PLXNB2	LB	TIME-B	primary	8	-0.2380952380952381	0.2380952380952381	0.5701563208157682	5	0.625				below_min_n (5 < 6)	SEMA4D:16/27	PLXNB2:8/8		True	True	PMID: 27533782	0.9956765957446809	10000	0.5805419458054195	3	7	False	False
271	HLA-F_KIR3DL1	HLA-F - KIR3DL1	MHC-I	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	HLA-F	KIR3DL1	HLA-F	KIR3DL1	TIME-B	LB	primary	8	0.2380952380952381	0.23809523809523814	0.5701563208157682	8	1.0	0.2380952380952381	0.5701563208157682	0.0	fitted	HLA-F:8/8	KIR3DL1:27/27		True	True	PMID: 28484462	0.9956765957446809	10000	0.5598440155984401	7	8	False	False
272	COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	SDC1	COL6A2	SDC1	TIME-B	LB	primary	8	0.2380952380952381	0.23809523809523814	0.5701563208157682	8	1.0	0.2380952380952381	0.5701563208157682	0.0	fitted	COL6A2:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.6371362863713629	8	9	False	False
273	COL9A2_SDC1	COL9A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL9A2	SDC1	COL9A2	SDC1	TIME-B	LB	primary	8	0.2380952380952381	0.23809523809523814	0.5701563208157682	5	0.625				below_min_n (5 < 6)	COL9A2:5/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.5921407859214078	8	2	False	False
274	JAG2_NOTCH3	JAG2 - NOTCH3	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	JAG2	NOTCH3	JAG2	NOTCH3	LB	TIME-B	primary	8	0.2380952380952381	0.23809523809523817	0.5701563208157682	7	0.875	0.8571428571428573	0.013697326615325611	0.6190476190476192	fitted	JAG2:20/27	NOTCH3:8/8		True	True	PMID: 22353464	0.9956765957446809	10000	0.514048595140486	6	8	False	False
291	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	CD99	CD99	CD99	CD99	LB	TIME-B	primary	8	0.2142857142857143	0.2142857142857143	0.6103444156452668	8	1.0	0.2142857142857143	0.6103444156452668	0.0	fitted	CD99:27/27	CD99:8/8		True	True	KEGG: hsa04514	0.9956765957446809	10000	0.6038396160383962	7	8	False	False
292	COL6A1_GP6	COL6A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A1	GP6	COL6A1	GP6	TIME-B	LB	primary	8	0.2142857142857143	0.21428571428571433	0.6103444156452668	8	1.0	0.2142857142857143	0.6103444156452668	0.0	fitted	COL6A1:8/8	GP6:25/27	secreted	False		KEGG: hsa04512	0.9956765957446809	10000	0.6613338666133387	6	9	False	False
293	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD99	CD99	CD99	CD99	TIME-B	LB	primary	8	0.2142857142857143	0.2142857142857143	0.6103444156452668	8	1.0	0.2142857142857143	0.6103444156452668	0.0	fitted	CD99:8/8	CD99:27/27		True	True	KEGG: hsa04514	0.9956765957446809	10000	0.6038396160383962	7	8	False	False
294	COL6A2_GP6	COL6A2 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	GP6	COL6A2	GP6	TIME-B	LB	primary	8	-0.2142857142857143	0.2142857142857143	0.6103444156452668	8	1.0	-0.2142857142857143	0.6103444156452668	0.0	fitted	COL6A2:8/8	GP6:25/27	secreted	False		KEGG: hsa04512	0.9956765957446809	10000	0.6663333666633336	6	9	False	False
295	MDK_NCL	MDK - NCL	MK	Secreted Signaling	brain	ligand_tumour__receptor_immune	MDK	NCL	MDK	NCL	LB	TIME-B	primary	8	-0.2142857142857143	0.21428571428571433	0.6103444156452668	7	0.875	-0.8214285714285715	0.023448808345691494	-0.6071428571428572	fitted	MDK:22/27	NCL:8/8	growth factor	False		PMID: 28356350	0.9956765957446809	10000	0.5611438856114389	9	8	False	False
296	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A2	SDC4	COL4A2	SDC4	TIME-B	LB	primary	8	-0.2142857142857143	0.21428571428571425	0.6103444156452668	7	0.875	0.1785714285714286	0.7016579425162728	0.3928571428571429	fitted	COL4A2:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512	0.9956765957446809	10000	0.6775322467753224	8	9	False	False
297	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A1	SDC4	COL6A1	SDC4	TIME-B	LB	primary	8	0.2142857142857143	0.2142857142857143	0.6103444156452668	7	0.875	0.5714285714285715	0.18020198891152753	0.3571428571428572	fitted	COL6A1:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512	0.9956765957446809	10000	0.6743325667433256	8	9	False	False
298	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	SEMA4A	PLXNB2	SEMA4A	PLXNB2	LB	TIME-B	primary	8	0.2142857142857143	0.21428571428571433	0.6103444156452668	3	0.375				below_min_n (3 < 6)	SEMA4A:14/27	PLXNB2:8/8		True	True	PMID: 27533782	0.9956765957446809	10000	0.5813418658134186	4	7	False	False
316	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	SDC1	COL6A3	SDC1	TIME-B	LB	primary	8	0.19047619047619052	0.19047619047619047	0.6514014957024813	8	1.0	0.19047619047619052	0.6514014957024813	0.0	fitted	COL6A3:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.7141285871412859	8	9	False	False
317	TNFSF12_TNFRSF12A	TNFSF12 - TNFRSF12A	TWEAK	Secreted Signaling	brain	ligand_immune__receptor_tumour	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	TIME-B	LB	primary	8	0.19047619047619052	0.1904761904761905	0.6514014957024813	3	0.375				below_min_n (3 < 6)	TNFSF12:4/8	TNFRSF12A:20/27	cytokine	True	True	KEGG: hsa04060	0.9956765957446809	10000	0.7187281271872813	6	3	False	False
318	MDK_SDC4	MDK - SDC4	MK	Secreted Signaling	brain	ligand_immune__receptor_tumour	MDK	SDC4	MDK	SDC4	TIME-B	LB	primary	8	-0.19047619047619052	0.19047619047619047	0.6514014957024813	7	0.875	0.21428571428571433	0.6445115810207203	0.4047619047619049	fitted	MDK:8/8	SDC4:26/27	growth factor	False		PMID: 28356350	0.9956765957446809	10000	0.6599340065993401	8	6	False	False
319	AGRN_DAG1	AGRN - DAG1	AGRN	ECM-Receptor	brain	ligand_tumour__receptor_immune	AGRN	DAG1	AGRN	DAG1	LB	TIME-B	primary	8	-0.19047619047619052	0.19047619047619052	0.6514014957024813	4	0.5				below_min_n (4 < 6)	AGRN:26/27	DAG1:4/8	secreted	True	True	KEGG: hsa04512	0.9956765957446809	10000	0.6568343165683431	8	2	False	False
320	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DRB1	CD4	HLA-DRB1	CD4	LB	TIME-B	primary	8	0.19047619047619052	0.1904761904761905	0.6514014957024813	8	1.0	0.19047619047619052	0.6514014957024813	0.0	fitted	HLA-DRB1:27/27	CD4:8/8				KEGG: hsa04514	0.9956765957446809	10000	0.6187381261873812	9	8	False	False
321	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS1	CD47	THBS1	CD47	TIME-B	LB	primary	8	0.19047619047619052	0.1904761904761905	0.6514014957024813	7	0.875	0.28571428571428575	0.5345092286010408	0.09523809523809523	fitted	THBS1:8/8	CD47:24/27		False	True	KEGG: hsa04512	0.9956765957446809	10000	0.6378362163783622	8	7	False	False
322	LAMA2_CD44	LAMA2 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA2	CD44	LAMA2	CD44	TIME-B	LB	primary	8	-0.19047619047619052	0.1904761904761905	0.6514014957024813	6	0.75	-0.028571428571428574	0.9571545189504373	0.16190476190476194	fitted	LAMA2:7/8	CD44:25/27	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.676032396760324	7	5	False	False
323	SEMA4D_PLXNB1	SEMA4D - PLXNB1	SEMA4	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	SEMA4D	PLXNB1	SEMA4D	PLXNB1	TIME-B	LB	primary	8	0.19047619047619052	0.19047619047619052	0.6514014957024813	6	0.75	-0.3142857142857143	0.5440932944606415	-0.5047619047619047	fitted	SEMA4D:6/8	PLXNB1:24/27		True	True	PMID: 27533782	0.9956765957446809	10000	0.6534346565343465	7	6	False	False
324	JAG1_NOTCH3	JAG1 - NOTCH3	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	JAG1	NOTCH3	JAG1	NOTCH3	LB	TIME-B	primary	8	0.19047619047619052	0.19047619047619052	0.6514014957024813	3	0.375				below_min_n (3 < 6)	JAG1:16/27	NOTCH3:8/8		True	True	PMID: 22353464	0.9956765957446809	10000	0.5804419558044196	4	8	False	False
325	HSPG2_DAG1	HSPG2 - DAG1	HSPG	ECM-Receptor	brain	ligand_immune__receptor_tumour	HSPG2	DAG1	HSPG2	DAG1	TIME-B	LB	primary	8	-0.19047619047619052	0.19047619047619047	0.6514014957024813	7	0.875	0.21428571428571433	0.6445115810207203	0.4047619047619049	fitted	HSPG2:8/8	DAG1:24/27			True	KEGG: hsa04512	0.9956765957446809	10000	0.6476352364763523	5	8	False	False
334	THBS1_SDC1	THBS1 - SDC1	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS1	SDC1	THBS1	SDC1	TIME-B	LB	primary	8	0.1666666666666667	0.1666666666666667	0.6932388117283949	8	1.0	0.1666666666666667	0.6932388117283949	0.0	fitted	THBS1:8/8	SDC1:25/27		False	True	KEGG: hsa04512	0.9956765957446809	10000	0.6638336166383362	8	7	False	False
335	APP_SORL1	APP - SORL1	APP	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	APP	SORL1	APP	SORL1	LB	TIME-B	primary	8	-0.1666666666666667	0.1666666666666667	0.6932388117283949	8	1.0	-0.1666666666666667	0.6932388117283949	0.0	fitted	APP:26/27	SORL1:8/8		True	True	PMID: 24523320	0.9956765957446809	10000	0.6796320367963203	9	6	False	False
336	JAG2_NOTCH4	JAG2 - NOTCH4	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	JAG2	NOTCH4	JAG2	NOTCH4	LB	TIME-B	primary	8	0.1666666666666667	0.1666666666666667	0.6932388117283949	3	0.375				below_min_n (3 < 6)	JAG2:20/27	NOTCH4:4/8		True	True	PMID: 22353464	0.9956765957446809	10000	0.7282271772822718	6	3	False	False
337	COL1A2_SDC1	COL1A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A2	SDC1	COL1A2	SDC1	LB	TIME-B	primary	8	0.1666666666666667	0.1666666666666667	0.6932388117283949	5	0.625				below_min_n (5 < 6)	COL1A2:27/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.7224277572242775	8	4	False	False
338	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	JAG1	NOTCH2	JAG1	NOTCH2	TIME-B	LB	primary	8	0.1666666666666667	0.16666666666666669	0.6932388117283949	6	0.75	0.4285714285714286	0.3965014577259473	0.26190476190476186	fitted	JAG1:8/8	NOTCH2:23/27		True	True	PMID: 22353464	0.9956765957446809	10000	0.7058294170582942	5	6	False	False
339	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A1	SDC1	COL6A1	SDC1	TIME-B	LB	primary	8	-0.1666666666666667	0.16666666666666674	0.6932388117283949	8	1.0	-0.1666666666666667	0.6932388117283949	0.0	fitted	COL6A1:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.726027397260274	8	9	False	False
340	JAG1_NOTCH4	JAG1 - NOTCH4	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	JAG1	NOTCH4	JAG1	NOTCH4	LB	TIME-B	primary	8	-0.1666666666666667	0.16666666666666669	0.6932388117283949	1	0.125				below_min_n (1 < 6)	JAG1:16/27	NOTCH4:4/8		True	True	PMID: 22353464	0.9956765957446809	10000	0.6482351764823517	4	3	False	False
353	PTPRS_NTRK3	PTPRS - NTRK3	PTPR	Secreted Signaling	brain	ligand_tumour__receptor_immune	PTPRS	NTRK3	PTPRS	NTRK3	LB	TIME-B	primary	8	0.14285714285714288	0.14285714285714288	0.7357648598798119	4	0.5				below_min_n (4 < 6)	PTPRS:17/27	NTRK3:5/8		True	True	PMID:21262467;PMID:25385546;	0.9956765957446809	10000	0.7495250474952505	4	2	False	False
354	HLA-C_KIR2DS1	HLA-C - KIR2DS1	MHC-I	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-C	KIR2DS1	HLA-C	KIR2DS1	LB	TIME-B	primary	8	0.14285714285714288	0.14285714285714285	0.7357648598798119	5	0.625				below_min_n (5 < 6)	HLA-C:27/27	KIR2DS1:5/8		True		PMID: 28484462	0.9956765957446809	10000	0.7496250374962504	9	3	False	False
355	PPIA_BSG	PPIA - BSG	CypA	Secreted Signaling	brain	ligand_tumour__receptor_immune	PPIA	BSG	PPIA	BSG	LB	TIME-B	primary	8	-0.14285714285714288	0.14285714285714288	0.7357648598798119	8	1.0	-0.14285714285714288	0.7357648598798119	0.0	fitted	PPIA:27/27	BSG:8/8	secreted	False	True	PMID: 36012604	0.9956765957446809	10000	0.7030296970302969	9	8	False	False
356	GDF15_TGFBR2	GDF15 - TGFBR2	GDF	Secreted Signaling	brain	ligand_tumour__receptor_immune	GDF15	TGFBR2	GDF15	TGFBR2	LB	TIME-B	primary	8	-0.14285714285714288	0.14285714285714293	0.7357648598798119	7	0.875	-0.7142857142857144	0.07134356146753763	-0.5714285714285715	fitted	GDF15:20/27	TGFBR2:8/8			True	KEGG: hsa04350	0.9956765957446809	10000	0.7205279472052795	8	8	False	False
357	THBS2_CD47	THBS2 - CD47	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS2	CD47	THBS2	CD47	TIME-B	LB	primary	8	0.14285714285714288	0.14285714285714288	0.7357648598798119	7	0.875	0.3571428571428572	0.43161135203832796	0.21428571428571433	fitted	THBS2:8/8	CD47:24/27		False	True	KEGG: hsa04512	0.9956765957446809	10000	0.7242275772422758	8	7	False	False
358	PROS1_AXL	PROS1 - AXL	PROS	Secreted Signaling	brain	ligand_tumour__receptor_immune	PROS1	AXL	PROS1	AXL	LB	TIME-B	primary	8	0.14285714285714288	0.1428571428571429	0.7357648598798119	6	0.75	0.4285714285714286	0.3965014577259473	0.2857142857142857	fitted	PROS1:17/27	AXL:8/8			True	PMID: 29531161	0.9956765957446809	10000	0.7141285871412859	4	7	False	False
359	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	CD44	COL4A1	CD44	LB	TIME-B	primary	8	-0.14285714285714288	0.14285714285714285	0.7357648598798119	5	0.625				below_min_n (5 < 6)	COL4A1:15/27	CD44:8/8	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.7099290070992901	4	8	False	False
360	COL4A1_GP6	COL4A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	GP6	COL4A1	GP6	TIME-B	LB	primary	8	0.14285714285714288	0.14285714285714285	0.7357648598798119	8	1.0	0.14285714285714288	0.7357648598798119	0.0	fitted	COL4A1:8/8	GP6:25/27	secreted	False		KEGG: hsa04512	0.9956765957446809	10000	0.7862213778622138	6	9	False	False
361	COL9A2_GP6	COL9A2 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL9A2	GP6	COL9A2	GP6	TIME-B	LB	primary	8	-0.14285714285714288	0.14285714285714293	0.7357648598798119	5	0.625				below_min_n (5 < 6)	COL9A2:5/8	GP6:25/27	secreted	False		KEGG: hsa04512	0.9956765957446809	10000	0.7616238376162384	6	2	False	False
362	FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	brain	ligand_immune__receptor_tumour	FN1	SDC1	FN1	SDC1	TIME-B	LB	primary	8	-0.14285714285714288	0.1428571428571429	0.7357648598798119	8	1.0	-0.14285714285714288	0.7357648598798119	0.0	fitted	FN1:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.7751224877512248	8	9	False	False
363	AGRN_DAG1	AGRN - DAG1	AGRN	ECM-Receptor	brain	ligand_immune__receptor_tumour	AGRN	DAG1	AGRN	DAG1	TIME-B	LB	primary	8	-0.14285714285714288	0.14285714285714285	0.7357648598798119	6	0.75	0.08571428571428573	0.8717434402332361	0.2285714285714286	fitted	AGRN:7/8	DAG1:24/27	secreted	True	True	KEGG: hsa04512	0.9956765957446809	10000	0.7512248775122488	5	7	False	False
364	PROS1_TYRO3	PROS1 - TYRO3	PROS	Secreted Signaling	brain	ligand_immune__receptor_tumour	PROS1	TYRO3	PROS1	TYRO3	TIME-B	LB	primary	8	0.14285714285714288	0.14285714285714285	0.7357648598798119	2	0.25				below_min_n (2 < 6)	PROS1:5/8	TYRO3:16/27			True	PMID: 30501104	0.9956765957446809	10000	0.7559244075592441	2	3	False	False
374	APP_SORL1	APP - SORL1	APP	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	APP	SORL1	APP	SORL1	TIME-B	LB	primary	8	-0.11904761904761905	0.11904761904761907	0.7788857260523796	8	1.0	-0.11904761904761905	0.7788857260523796	0.0	fitted	APP:8/8	SORL1:21/27		True	True	PMID: 24523320	0.9956765957446809	10000	0.808019198080192	7	9	False	False
375	ANGPTL4_SDC3	ANGPTL4 - SDC3	ANGPTL	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANGPTL4	SDC3	ANGPTL4	SDC3	LB	TIME-B	primary	8	-0.11904761904761905	0.11904761904761907	0.7788857260523796	5	0.625				below_min_n (5 < 6)	ANGPTL4:14/27	SDC3:8/8				PMID: 29017031	0.9956765957446809	10000	0.787921207879212	5	6	False	False
376	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	brain	ligand_immune__receptor_tumour	FN1	CD44	FN1	CD44	TIME-B	LB	primary	8	0.11904761904761905	0.11904761904761907	0.7788857260523796	7	0.875	-0.21428571428571433	0.6445115810207203	-0.33333333333333337	fitted	FN1:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.808019198080192	7	9	False	False
377	COL1A2_SDC1	COL1A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	SDC1	COL1A2	SDC1	TIME-B	LB	primary	8	-0.11904761904761905	0.11904761904761908	0.7788857260523796	8	1.0	-0.11904761904761905	0.7788857260523796	0.0	fitted	COL1A2:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512	0.9956765957446809	10000	0.8083191680831917	8	9	False	False
378	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	SDC4	COL4A1	SDC4	TIME-B	LB	primary	8	-0.11904761904761905	0.11904761904761901	0.7788857260523796	7	0.875	0.3214285714285715	0.4820720382996776	0.4404761904761906	fitted	COL4A1:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512	0.9956765957446809	10000	0.837916208379162	8	9	False	False
379	CD99_PILRA	CD99 - PILRA	CD99	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	CD99	PILRA	CD99	PILRA	LB	TIME-B	primary	8	-0.11904761904761905	0.11904761904761901	0.7788857260523796	6	0.75	0.14285714285714288	0.7871720116618076	0.2619047619047619	fitted	CD99:27/27	PILRA:6/8		True	True	PMID: 18234675	0.9956765957446809	10000	0.8216178382161784	7	4	False	False
380	LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC2	CD44	LAMC2	CD44	LB	TIME-B	primary	8	0.11904761904761905	0.11904761904761908	0.7788857260523796	8	1.0	0.11904761904761905	0.7788857260523796	0.0	fitted	LAMC2:22/27	CD44:8/8			True	KEGG: hsa04512	0.9956765957446809	10000	0.7522247775222478	7	8	False	False
381	ANGPTL4_CDH5	ANGPTL4 - CDH5	ANGPTL	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANGPTL4	CDH5	ANGPTL4	CDH5	LB	TIME-B	primary	8	-0.11904761904761905	0.1190476190476191	0.7788857260523796	2	0.25				below_min_n (2 < 6)	ANGPTL4:14/27	CDH5:4/8			True	PMID: 30049845	0.9956765957446809	10000	0.7637236276372362	5	2	False	False
382	HLA-A_KIR3DL1	HLA-A - KIR3DL1	MHC-I	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	HLA-A	KIR3DL1	HLA-A	KIR3DL1	TIME-B	LB	primary	8	0.11904761904761905	0.11904761904761907	0.7788857260523796	8	1.0	0.11904761904761905	0.7788857260523796	0.0	fitted	HLA-A:8/8	KIR3DL1:27/27		True	True	PMID: 28484462	0.9956765957446809	10000	0.808019198080192	7	9	False	False
383	IGF2_IGF2R	IGF2 - IGF2R	IGF	Secreted Signaling	brain	ligand_immune__receptor_tumour	IGF2	IGF2R	IGF2	IGF2R	TIME-B	LB	primary	8	-0.11904761904761905	0.1190476190476191	0.7788857260523796	4	0.5				below_min_n (4 < 6)	IGF2:4/8	IGF2R:26/27	growth factor;hormone	False	True	PMID: 14604834	0.9956765957446809	10000	0.7709229077092291	8	5	False	False
398	IGF2_IGF1R	IGF2 - IGF1R	IGF	Secreted Signaling	brain	ligand_immune__receptor_tumour	IGF2	IGF1R	IGF2	IGF1R	TIME-B	LB	primary	8	-0.09523809523809526	0.09523809523809529	0.8225054302036114	3	0.375				below_min_n (3 < 6)	IGF2:4/8	IGF1R:25/27	growth factor;hormone	False	True	PMID: 14604834	0.9956765957446809	10000	0.816018398160184	6	5	False	False
399	LAMA5_CD44	LAMA5 - CD44	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA5	CD44	LAMA5	CD44	LB	TIME-B	primary	8	-0.09523809523809526	0.09523809523809526	0.8225054302036114	8	1.0	-0.09523809523809526	0.8225054302036114	0.0	fitted	LAMA5:26/27	CD44:8/8			True	KEGG: hsa04512	0.9956765957446809	10000	0.836016398360164	8	8	False	False
400	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	PTPRM	PTPRM	PTPRM	PTPRM	LB	TIME-B	primary	8	0.09523809523809526	0.09523809523809526	0.8225054302036114	5	0.625				below_min_n (5 < 6)	PTPRM:19/27	PTPRM:7/8				KEGG: hsa04514	0.9956765957446809	10000	0.7886211378862114	5	4	False	False
401	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	CD46	JAG1	CD46	JAG1	LB	TIME-B	primary	8	0.09523809523809526	0.09523809523809526	0.8225054302036114	8	1.0	0.09523809523809526	0.8225054302036114	0.0	fitted	CD46:26/27	JAG1:8/8		True	True	PMID: 23086448	0.9956765957446809	10000	0.8442155784421558	9	6	False	False
402	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	ICAM1	SPN	ICAM1	SPN	TIME-B	LB	primary	8	-0.09523809523809526	0.09523809523809526	0.8225054302036114	7	0.875	0.10714285714285716	0.8191508555699912	0.20238095238095244	fitted	ICAM1:7/8	SPN:17/27		True	True	PMID: 1683685	0.9956765957446809	10000	0.7727227277272273	4	6	False	False
